question_id ;question_english;correct_answer_english;incorrect_answer_1_english;incorrect_answer_2_english;incorrect_answer_3_english;question_french;correct_answer_french;incorrect_answer_1_french;incorrect_answer_2_french;incorrect_answer_3_french
B-001-018-004;Which of the following statements is not correct? Radiotelephone signals may be retransmitted:;in the 21 MHz band, when received in a VHF band, from a station operated by a person with only Basic Qualification;in the 29.5-29.7 MHz band, when received in a VHF band, from a station operated by a person with only Basic Qualification;in the 50-54 MHz frequency band, when received from a station operated by a person with only Basic Qualification;in the 144-148 MHz frequency band, when received from a station operated by a person with only Basic Qualification;Lequel des énoncés suivants est faux? Les signaux en radiotéléphonie peuvent être retransmis :;dans la bande 21 MHz lorsqu'ils sont fournis en VHF par un radioamateur qui possède la compétence de base seulement;dans la bande 29,5 - 29,7 MHz lorsqu'ils sont fournis en VHF par un radioamateur qui possède la compétence de base seulement;dans la bande 50 - 54 MHz lorsqu'ils proviennent d'un radioamateur qui possède la compétence de base seulement;dans la bande 144 - 148 MHz lorsqu'ils proviennent d'un radioamateur qui possède la compétence de base seulement
B-001-019-001;When operating on frequencies below 148 MHz:;the frequency stability must be comparable to crystal control;the bandwidth for any emission must not exceed 3 kHz;the frequency stability of the transmitter must be at least two parts per million over a period of one hour;an overmodulation indicator must be used;Aux fréquences inférieures à 148 MHz :;la stabilité de fréquence doit être comparable à celle d'un émetteur utilisant un oscillateur à cristal;la largeur de bande d'une émission ne doit jamais dépasser 3 kHz;la stabilité de la fréquence d'émission ne doit pas dépasser deux parties par million durant une période d'une heure;on doit utiliser un indicateur de surmodulation
B-001-019-002;A reliable means to prevent or indicate overmodulation must be employed at an amateur station if:;radiotelephony is used;DC input power to the anode or collector circuit of the final RF stage is in excess of 250 watts;radiotelegraphy is used;persons other than the holder of the authorization use the station;Une station du service radioamateur doit être munie d'un dispositif fiable permettant de prévenir ou d'indiquer la surmodulation quand :;on utilise la radiotéléphonie;la puissance CC à l'entrée de l'anode ou du collecteur de l'étage final RF est supérieure à 250 watts;on émet des signaux en radiotélégraphie;d'autres personnes que le titulaire de l'autorisation utilisent la station
B-001-019-003;An amateur station using radiotelephony must install a device for indicating or preventing:;overmodulation;resonance;antenna power;plate voltage;Une station du service radioamateur munie d'un émetteur radiotéléphonique doit être dotée d'un dispositif pouvant indiquer ou prévenir :;la surmodulation;la résonance;la puissance à l'antenne;la tension de plaque
B-001-019-004;The maximum percentage of modulation permitted in the use of radiotelephony by an amateur station is:;100 percent;75 percent;50 percent;90 percent;Le taux maximal de modulation autorisé en radiotéléphonie pour une station du service radioamateur est :;100 %;75 %;50 %;90 %
B-001-019-005;All amateur stations, regardless of the mode of transmission used, must be equipped with:;a reliable means of determining the operating radio frequency;a DC power meter;an overmodulation indicating device;a dummy antenna;Toutes les stations du service radioamateur, quel que soit le mode d'émission, doivent être munies :;d'un dispositif fiable permettant de déterminer la fréquence d'exploitation;d'un appareil de mesure de la puissance en courant continu;d'un indicateur de surmodulation;d'une antenne fictive
B-001-019-006;The maximum percentage of modulation permitted in the use of radiotelephony by an amateur station is:;100 percent;90 percent;75 percent;50 percent;Le taux maximal de modulation autorisé en radiotéléphonie pour une station du service radioamateur est :;100 %;90 %;75 %;50 %
B-001-020-001;What type of messages may be transmitted to an amateur station in a foreign country?;Messages of a technical nature or personal remarks of relative unimportance;Messages of any type, if the foreign country allows third-party communications with Canada;Messages that are not religious, political, or patriotic in nature;Messages of any type;Quel type de messages est-il possible de transmettre à une station radioamateur d'un autre pays?;Des messages de nature technique ou d'intérêt personnel sans importance;Des messages de tout genre si le pays en cause autorise les communications au nom de tiers avec le Canada;Des messages qui ne concernent pas la religion, la politique ou le patriotisme;Des messages de toute nature
B-001-020-002;The operator of an amateur station shall ensure that:;communications are limited to messages of a technical or personal nature;communications are exchanged only with commercial stations;all communications are conducted in secret code;charges are properly applied to all third-party communications;L'opérateur d'une station de radioamateur doit s'assurer que :;les communications sont limitées aux messages d'ordre technique ou de nature personnelle;les communications sont échangées avec des stations commerciales seulement;toutes les communications sont effectuées en code secret;les tarifs doivent être appliqués convenablement à toutes les communications pour le compte d'une tierce personne
B-001-020-003;Which of the following is not a provision of the ITU Radio Regulations which apply to Canadian radio amateurs?;Transmissions between countries shall not include any messages of a technical nature, or remarks of a personal character;It is forbidden to transmit international messages on behalf of third parties, unless those countries make special arrangements;Radiocommunications between countries shall be forbidden, if the administration of one of the countries objects;Administrations shall take such measures as they judge necessary to verify the operational and technical qualifications of amateurs;Laquelle des réponses suivantes ne fait pas partie des Règlements de l'Union internationale des télécommunications applicables aux radioamateurs canadiens?;Les radiocommunications faites entre pays ne doivent pas être des messages de nature technique ou des remarques personnelles;Il est interdit de transmettre des messages internationaux au nom d'un tiers à moins que les pays en cause ne l'aient permis;Les radiocommunications entre deux pays sont interdites si l'administration de l'un des deux pays s'y oppose;Les administrations doivent prendre les mesures nécessaires pour vérifier les compétences des radioamateurs
B-001-020-004;The ITU Radio Regulations limit those radio amateurs, who have not demonstrated proficiency in Morse code, to frequencies above:;none of the other answers;1.8 MHz;3.5MHz;28 MHz;Par ses règlements, l'Union internationale des télécommunications limite les radioamateurs qui n'ont pas démontré leur compétence en code Morse aux fréquences supérieures à :;aucune des autres réponses;1,8 MHz;3,5 MHz;28 MHz
B-001-020-005;In addition to complying with the Radiocommunication Act and Regulations, Canadian radio amateurs must also comply with the regulations of the:;International Telecommunication Union;American Radio Relay League;Radio Amateurs of Canada Inc.;International Amateur Radio Union;En plus de se soumettre à la Loi et au Règlement sur la radiocommunication, les radioamateurs canadiens doivent aussi se soumettre aux règlements de :;l'Union internationale des télécommunications;la Ligue américaine de radio ("American Radio Relay League" ou ARRL);Radio amateurs du Canada inc. (RAC);l'Union internationale des radioamateurs
B-001-021-001;In which International Telecommunication Union Region is Canada?;Region 2;Region 4;Region 3;Region 1;Dans quelle région de l'Union internationale des télécommunications se situe le Canada?;Région 2;Région 4;Région 3;Région 1
B-001-021-002;A Canadian radio amateur, operating his station in the state of Florida, is subject to which frequency band limits?;Those applicable to US radio amateurs;ITU Region 2;ITU Region 3;ITU Region 1;Un radioamateur canadien qui opère sa station en Floride est assujetti à quelles limites dans les bandes de fréquences?;À celles applicables aux radioamateurs américains;À celles stipulées pour la région 2 de l'UIT;À celles stipulées pour la région 3 de l'UIT;À celles stipulées pour la région 1 de l'UIT
B-001-021-003;A Canadian radio amateur, operating his station 7 kilometres (4 miles) offshore from the coast of Florida, is subject to which frequency band limits?;Those applicable to US radio amateurs;Those applicable to Canadian radio amateurs;ITU Region 1;ITU Region 2;Un radioamateur canadien qui opère sa station à 7 kilomètres (4 milles) au large des côtes de la Floride est assujetti à quelles limites dans les bandes de fréquences?;À celles applicables aux radioamateurs américains;À celles applicables aux radioamateurs canadiens;À celles stipulées pour la région 1 de l'UIT;À celles stipulées pour la région 2 de l'UIT
